,i,x_med,y_med,at_med,quality_flag,bathy_conf,sat_flag,sat_check,n_photons,surf_prom,surf_loc,surf_std,decay_param,trans_mult,noise_above,noise_below,bathy_prom,bathy_loc,bathy_std,surf_prom_f,surf_loc_f,surf_std_f,decay_param_f,trans_mult_f,noise_above_f,noise_below_f,bathy_prom_f,bathy_loc_f,bathy_std_f,turb_score
84,84,-75.52107277828867,35.2297905820935,16151636.757040385,3,1.0004042551436405,0,False,1015,107.41294679194786,0.6868074746293261,0.3193691502857515,-0.08866680541672876,2.445445965276267,0.7300750078189232,1e-31,1.8665898399216074,45.784496620078,0.49078980102730746,,,,,,,,,,,239.65733559092314
85,85,-75.52145529037935,35.22758015931653,16151884.17019081,3,1.073684829523665,0,False,1023,106.02143338545908,0.670344115826801,0.321804068552477,-0.07579992023141428,2.4828772476184735,1.0026444602015943,1e-31,2.9619578596506,13.028979336135773,0.062079083813698505,,,,,,,,,,,249.4535529161697
86,86,-75.52184590188189,35.225266228116425,16152143.108588848,3,1.029930380416644,0,False,965,90.66149922593378,0.7268405279701845,0.3302530099938846,-0.08805812308317078,2.3648535406670863,0.8150691685173319,1e-31,1.7911104838130987,48.910091916277075,1.1921150605886928,,,,,,,,,,,248.02277830209584
87,87,-75.52221070666539,35.22309609050404,16152385.932233742,3,1.1031182253618552,0,False,978,79.07928723575967,0.6941620059140409,0.3593263100058391,-0.06854084247040873,2.4239805874104987,0.772130026908467,1e-31,1.2696341019745068,40.58812858181171,0.7018417557978719,,,,,,,,,,,236.75354577908263
88,88,-75.52258961242181,35.22083484978809,16152638.976375256,3,1.0972506870941046,0,False,958,100.50944960581677,0.6898937819460501,0.344131318815867,-0.09156524737613964,2.3769995791568297,0.7944810844467641,1e-31,1.9760107545160057,48.23270465798781,1.303231829619095,,,,,,,,,,,257.5031353242139
89,89,-75.52296534721455,35.218588338546546,16152890.268616393,3,1.0772545528595843,0,False,987,98.73770913906056,0.7199773005551561,0.3503663698495659,-0.06697078398214085,2.5601772235878086,0.6853728927423288,1e-31,2.414099469045777,36.09960640272087,0.3074743787811106,,,,,,,,,,,215.5527014719986
90,90,-75.52334030947753,35.21636093028614,16153139.5757137,3,1.099916478298157,0,False,1044,139.6702795995107,0.654623528018268,0.3144604069725916,-0.11456412971062557,2.4200184923958634,0.5455849197031872,1e-31,2.1392886153561532,45.0041602832612,0.34139924428227897,,,,,,,,,,,257.33626398798265
91,91,-75.52369851665651,35.21415188484144,16153386.657447873,3,1.5937768146648637,0,False,1100,143.9956334485263,0.7748716477782406,0.36650915207802776,-0.11275360547727852,2.4201305614632056,0.6369484770271905,1e-31,3.168725086056358,45.94627422978769,0.3630742359833034,,,,,,,,,,,269.2915024642481
92,92,-75.52405770687866,35.211939042201095,16153634.152957248,3,1.1241067782382075,0,False,1024,142.07098268245085,0.7566394744452949,0.3444339932294792,-0.1171321394361496,2.4213637921746827,0.4995579387403396,1e-31,1.9578692578498467,30.00883062510786,0.33802620705423964,,,,,,,,,,,260.5350053290677
93,93,-75.52441464790967,35.20974719582172,16153879.278048512,3,1.2177483325798648,0,False,1078,163.73288309094633,0.6940240027263949,0.3119724054057888,-0.12250340643434651,2.468167013035804,0.5433785670830692,1e-31,2.303186672062454,41.01054859119236,0.4867084749032745,,,,,,,,,,,252.43275811059726
94,94,-75.52477957097582,35.20747380768132,16154133.544570774,3,1.3308346490838185,0,False,1100,170.305980029001,0.7068443649977812,0.2931362339684375,-0.10953566665287688,2.4766641440790647,0.7285310881419318,1e-31,0.08999611540786871,10.43192980309952,0.016614482377228887,,,,,,,,,,,286.04078962661174
95,95,-75.52513495842001,35.20522256549435,16154385.258107092,3,1.0137363460067577,0,False,1052,140.71490683200742,0.6913907790228342,0.33285861883718165,-0.11513711293282439,2.44848699681308,0.5232338621648901,1e-31,1.348346657086333,25.89441424865585,0.41607925775406424,,,,,,,,,,,243.24151333670272
96,96,-75.52548082929817,35.203056857491866,16154627.447790436,3,1.0358180064192295,0,False,1062,128.8396026418391,0.7499891313894533,0.32205960558930036,-0.09445232249926103,2.4746971870056806,0.77080779680767,1e-31,0.7426389550674002,8.331039679649882,0.04118700604592835,,,,,,,,,,,253.80759605172943
97,97,-75.52583291837004,35.20074396982181,16154885.92596158,3,1.1301729040545807,0,False,973,136.62803500839144,0.712479750071842,0.3150821252987079,-0.09004082767526622,2.586627214182191,0.5867584520588665,1e-31,1.68635133937081,43.94813182530146,0.49239090752222864,,,,,,,,,,,211.75096771544798
98,98,-75.52617037149648,35.1985611864737,16155129.898982083,3,1.1371783020111803,0,False,991,116.60123457687318,0.7159659957733074,0.33332810314928807,-0.11033146605105182,2.3310365752509163,0.7278686551988051,1e-31,1.850756862505723,33.30963185218372,0.31130043832828735,,,,,,,,,,,277.797513997502
99,99,-75.52652018362332,35.19626225804535,16155386.79244523,3,1.3632574188213231,0,False,968,132.06909275575933,0.6997531144750839,0.303280735793001,-0.08331754207962055,2.5652799804963906,0.6145961015961652,1e-31,6.360777323123172,2.621938294313975,0.4509512523739844,,,,,,,,,,,231.54526797695465
100,100,-75.52685333466141,35.19406145724156,16155632.814269934,3,1.035572775377386,0,False,954,101.0484008235576,0.66471634458748,0.34202369262902327,-0.09378033504505294,2.3974947282070764,0.773014149427788,1e-31,2.0757107106397403,26.75008774907539,0.33995161081380226,,,,,,,,,,,240.47262702073823
101,101,-75.5271935192915,35.19179606182562,16155885.872471582,3,1.2696306277213179,0,False,979,89.1028115385414,0.7474369367747759,0.3372658504707696,-0.06340743249989733,2.5558472605417517,0.7291922031923302,1e-31,2.088860709448259,43.69307838460097,0.315816009731486,,,,,,,,,,,205.9704457125004
102,102,-75.52751525370967,35.18961967284579,16156129.041924285,3,1.2567674369789001,0,False,928,90.41990054875748,0.6385117834192799,0.28393260523546465,-0.06919779666876391,2.53229106746559,0.7493382260032375,1e-31,1.8560779520795465,22.759045578260533,0.26569354230649056,,,,,,,,,,,205.99436608912544
103,103,-75.5278532479672,35.1873190987311,16156386.091753203,3,1.1936221642692304,0,False,979,87.52138001990463,0.6845823101768329,0.3188529702483673,-0.0452647764906409,2.6281705933215838,0.7725734060608557,1e-31,2.5107973992908206,45.67071975506225,0.25511944509384366,,,,,,,,,,,217.62239796450467
104,104,-75.52818808372862,35.18502255424023,16156642.60543358,3,1.2746516360779863,0,False,935,84.0438504076357,0.5899428235104791,0.30651526083090774,-0.07500807664280836,2.4370727838314417,0.761396559398979,1e-31,3.314032998613607,6.679768252968896,0.1672132168604692,,,,,,,,,,,225.53587476479277
105,105,-75.52850295221363,35.18281039779062,16156889.562507033,3,1.0202578743950617,0,False,1007,111.77794936677881,0.6917010996561582,0.31629528801448564,-0.08220766188638862,2.52295886230039,0.7497789693701699,1e-31,2.3923625517198537,5.24352577407414,0.059855504331614615,,,,,,,,,,,221.19888530706908
106,106,-75.52883826090792,35.180544616471686,16157142.732661417,3,1.2699641123304095,0,False,978,135.24016959913732,0.6412491537583062,0.3058379595248296,-0.0479639810119235,2.8413739136572107,0.7068424635467613,1e-31,6.572135890521665,0.6412491537583175,1.9420435221443615,,,,,,,,,,,179.76838846323517
107,107,-75.52914171692481,35.1784159221685,16157380.445271492,3,1.0179621260339327,0,False,982,118.5850489992053,0.679458592923691,0.30539664253628523,-0.08672856816529881,2.514762420509426,0.7488974826363052,1e-31,12.082892143516156,5.2432696234163485,0.060723609693008634,,,,,,,,,,,227.07770481407988
108,108,-75.52946402527587,35.17616877496547,16157631.444766758,3,1.0294862913760594,0,False,994,108.80812640748194,0.6982457188699066,0.30569565125547526,-0.06690419279039492,2.577727215823084,0.7716892835415347,1e-31,2.253052090820209,38.88743712688355,0.3090207047748924,,,,,,,,,,,225.28116491015857
109,109,-75.52978811993972,35.1738876565049,16157886.14252597,3,1.5410629642865254,0,False,924,106.16357602624649,0.659047227872693,0.3202668165244215,-0.08937809504033971,2.4666932671114257,0.7493382260032375,1e-31,1.2383711327217974,5.31856560974536,0.126993343852698,,,,,,,,,,,222.76151637342807
110,110,-75.5301087207112,35.17160923752364,16158140.565799586,3,1.2505965946987474,0,False,928,97.01271552237738,0.7630939766017094,0.3152211737189384,-0.06633228973648495,2.5474177084182235,0.7725707702753993,1e-31,5.171818225223187,3.474279859659663,0.26528666283954583,,,,,,,,,,,219.8671993822316
111,111,-75.53042408034906,35.169433316410775,16158383.632811114,3,1.1819552922484082,0,False,924,114.32001857682296,0.7093894738807118,0.310226671163261,-0.09355338315446643,2.4723857466025434,0.4991171953734072,1e-31,2.7833472083847437,34.1922071754283,0.33536901620402615,,,,,,,,,,,227.05273907273317
112,112,-75.5307474869666,35.16711070630913,16158642.84617945,3,1.619387851986417,0,False,817,105.25480563365458,0.6843705064918537,0.30376362545411345,-0.07994148315575605,2.534865716225516,0.7068424635467613,1e-31,1.2749302775839297,5.3615393228152755,0.20192361103197853,,,,,,,,,,,206.80482349083036
113,113,-75.5310629703508,35.16490473726718,16158889.227648677,3,1.341927570057578,0,False,830,126.96606090746697,0.7391393395586271,0.298151887349087,-0.06571937352469426,2.71002812420223,0.46779696168607954,1e-31,2.7143025832199466,7.8903310448264605,0.23729868654563166,,,,,,,,,,,188.93074428628847
114,114,-75.53137905508119,35.16263025168805,16159143.232450211,3,1.4953506741907479,0,False,879,133.53697790827331,0.6212097300389904,0.2985039650197856,-0.0703412846756729,2.7168818342035945,0.500882804626593,1e-31,1.5371818321548802,8.043097740651964,0.14052148738347606,,,,,,,,,,,182.36642659530972
115,115,-75.53169610491462,35.160460813308255,16159385.547023272,3,1.2292967667839305,0,False,941,164.71190061416004,0.6418477951140481,0.29925564245959047,-0.08077569352072488,2.7702067476035763,0.47853174708829577,1e-31,1.6216887456769922,13.848541053282732,0.14057170498157553,,,,,,,,,,,171.930126819533
116,116,-75.53201192910997,35.1582314201418,16159634.490148684,3,1.395246257672126,0,False,939,142.51499904848168,0.6596245608147763,0.31227160068394383,-0.08875515949729389,2.6739543338912863,0.500882804626593,1e-31,2.06410222659465,9.443545552597998,0.12136841688349741,,,,,,,,,,,177.41716888740197
117,117,-75.53233685775344,35.15594907761569,16159889.393289216,3,1.092457684907105,0,False,909,121.86060180368483,0.7116117879534465,0.3343560497596843,-0.06736792825664797,2.670805569816479,0.4991171953734072,1e-31,1.4678796788309822,7.911505937895709,0.22892415010734088,,,,,,,,,,,198.0144996294222
118,118,-75.53264792294165,35.153789560094836,16160130.53616055,3,1.0,0,False,892,124.12101700926469,0.6603732887693214,0.31453071819047196,-0.08523520237963962,2.5689064796230685,0.5227931187979578,1e-31,0.25086445550328906,2.665873537654426,0.015491396192934156,,,,,,,,,,,210.90069902584256
119,119,-75.53298553713721,35.15145418378802,16160391.363241583,3,1.1313565621726382,0,False,895,115.9499487286143,0.6432622816464512,0.31772732693911343,-0.07865486551466531,2.5682399051447407,0.7068424635467613,1e-31,1.9633249832681476,17.04145190559346,0.13998072158470531,,,,,,,,,,,212.44874854580868
120,120,-75.53330343341486,35.14916507245595,16160646.939121434,3,2.2220492391983564,0,False,969,140.3901683321854,0.6713883954680402,0.29792883952737415,-0.08913282009108611,2.64157038723903,0.707723950280626,1e-31,2.527782462162592,4.044725684228672,0.18924271379387053,,,,,,,,,,,189.1085626302329
121,121,-75.53362057229211,35.14704141547078,16160884.272331975,3,1.3676697557995308,0,False,907,134.3766552624292,0.6952753732694967,0.31212436884139094,-0.09129935002448156,2.559877022630106,0.47853174708829577,1e-31,1.6254350956171475,8.773998946450256,0.18764339582187833,,,,,,,,,,,219.53533252886024
122,122,-75.5339494198449,35.144719496517844,16161143.513986122,3,1.0277419964635828,0,False,961,142.7947711002481,0.6657674354097647,0.31349204992075064,-0.09487893701211185,2.622076062878783,0.5429378237161369,1e-31,2.0271450353878886,26.432584993458732,0.25913553125067296,,,,,,,,,,,191.319474193909
123,123,-75.53426756109594,35.142527773273144,16161388.3309848,3,1.1759917937717856,0,False,922,132.64435123107103,0.6789961774535824,0.3208039072368702,-0.07681069096657978,2.6495936639960904,0.7081646936475584,1e-31,1.0671896116901727,19.30159371322881,0.37352394108334996,,,,,,,,,,,201.9489914602317
124,124,-75.53460142236979,35.140262193600314,16161641.341454934,3,1.5755611902520381,0,False,965,150.0411885676895,0.7015213563862545,0.3124416146746819,-0.06752777939664328,2.762116054542117,0.7497789693701699,1e-31,2.018628560737304,13.844371614308162,0.15447804028038084,,,,,,,,,,,189.34605674608514
125,125,-75.53491888168585,35.138087434716766,16161884.352993822,3,1.06732055105694,0,False,904,129.66454139185572,0.7073149837306741,0.35251339945759114,-0.07098999067936537,2.7034433342572863,0.47985397718909284,1e-31,2.53704636623678,42.315971252887,0.24038050601119101,,,,,,,,,,,181.76175888735696
126,126,-75.53524979436085,35.135798198994294,16162140.037910173,3,1.0765616771633844,0,False,856,130.74108343111607,0.7378925501545366,0.305630204314781,-0.0821029940654081,2.6764370420585433,0.4892652145977838,1e-31,3.086005272928493,4.000078956248162,0.37824756536440496,,,,,,,,,,,174.7547152726634
127,127,-75.53557184527206,35.13362986293839,16162382.306968272,3,1.889751901391353,0,False,924,147.05866180327425,0.6772682641025086,0.3170984240571975,-0.10232060606009741,2.6080230529648682,0.47853174708829577,1e-31,7.572702134861357,4.245718495204061,0.06403016348934046,,,,,,,,,,,190.42679060373564
128,128,-75.53591052098146,35.13135823043566,16162636.113592612,3,1.082553030612257,0,False,921,132.9855023095931,0.6499670237455615,0.31346394279357254,-0.09455002288613892,2.548937504197002,0.5210275095447721,1e-31,3.5882172044437906,3.654383790918335,0.20083422549240232,,,,,,,,,,,215.19011067672457
129,129,-75.53623750203047,35.12913395988435,16162884.59421166,3,1.2501437301360345,0,False,906,128.24323352112395,0.6978536297628906,0.3198888358246804,-0.09958492733499608,2.491490514025965,0.49867645200647487,1e-31,5.1307933606405305,6.676891119047267,0.020174041574778902,,,,,,,,,,,229.2119416235458
130,130,-75.53655741549044,35.12693731888944,16163129.91605215,3,1.0416337723116875,0,False,907,141.97396314105634,0.7365843638451028,0.3013129729457406,-0.08922624321325512,2.658365460236065,0.5326450995735812,1e-31,2.959121997767555,48.565662833997145,0.23166400262499998,,,,,,,,,,,184.0318179661491
131,131,-75.53689996816969,35.12467260618232,16163383.04271519,3,1.1711292254630175,0,False,920,123.88145207669746,0.5442876530730535,0.3059686083930407,-0.07574215323297427,2.5917691496682234,0.500882804626593,1e-31,5.043030243580416,9.241023395602692,0.06423115946911469,,,,,,,,,,,223.3579593192935
132,132,-75.537224527788,35.122452400548354,16163631.060074916,3,1.0835324849103514,0,False,845,97.13992893793274,0.6556050976342753,0.32345910558043656,-0.07163675606649857,2.5845616511547163,0.7274279118318727,1e-31,1.3532800936561789,19.8838952556115,0.2437536036690564,,,,,,,,,,,186.14550019187112
133,133,-75.5375567789051,35.12024842756527,16163877.345821526,3,1.4269819012123999,0,False,870,121.19832805783149,0.6473215505430713,0.32869587011619866,-0.11285993162481692,2.442987798161653,0.5424970803492045,1e-31,0.5427941497402817,5.380920701272649,0.09223028178550166,,,,,,,,,,,215.16202885100807
134,134,-75.53790461170935,35.11790904749752,16164138.728146475,3,1.1308292162752087,0,False,869,115.50025705890368,0.6473696993829725,0.3289704449500623,-0.0804982993879568,2.5351821502585192,0.45662143291693097,1e-31,2.9739154472970117,2.82250078065163,0.24745982075676334,,,,,,,,,,,225.7959735386497
135,135,-75.53823695141239,35.11569082528789,16164386.599725407,3,1.1276261939125118,0,False,894,116.75610302320557,0.7281471108077956,0.3246761607386435,-0.06354470622188285,2.725792980878582,0.739265873544148,1e-31,1.6497587922832704,32.626719074894964,0.16493850349883182,,,,,,,,,,,172.0254151978424
136,136,-75.53855856326345,35.11352007806559,16164629.056052014,3,1.2460657448418913,0,False,886,133.35338811161571,0.6835817660700833,0.33494355795693825,-0.08920830200149815,2.576553510281131,0.47853174708829577,1e-31,8.062939210694951,4.741475756150552,0.06140736055485925,,,,,,,,,,,214.34750076001052
137,137,-75.53890709903662,35.111197730863026,16164888.59129825,3,1.2825813323626996,0,False,886,134.41589353597627,0.6910799918656105,0.3157121897564968,-0.07562494765473103,2.6638185894838244,0.7086054370144907,1e-31,2.2817223659969663,4.335343098635284,0.18434529179597658,,,,,,,,,,,199.8934702378615
138,138,-75.53924683370981,35.108921028149325,16165142.9553203,3,1.0933337977252282,0,False,856,131.50398094183097,0.7266284500378368,0.31083494959019786,-0.055828785228881496,2.747438797104081,0.2618373027659112,1e-31,2.340514793318666,12.288581445351282,0.13416803928326526,,,,,,,,,,,202.76796448936562
139,139,-75.53956473866037,35.10673603103793,16165387.063782778,3,1.162238010893055,0,False,873,143.34711248328443,0.7037378216555951,0.29661518084750726,-0.09465947373145718,2.6161843698719847,0.4890448429143177,1e-31,1.0856605406150426,4.176710084114063,0.10639132454798797,,,,,,,,,,,195.32921103223617
140,140,-75.53990398237801,35.10453092240087,16165633.524698852,3,1.4647324421559047,0,False,877,134.83950802352922,0.7758925169535368,0.31022430571749754,-0.07352238204724601,2.7077182042755146,0.3159519731439247,1e-31,14.815476632460216,6.752309793246301,0.061671285226580594,,,,,,,,,,,183.92019554662448
141,141,-75.54023292789928,35.10232703076595,16165879.72695585,3,1.0414724766146444,0,False,868,114.81387814931206,0.7165780018693023,0.31114219896746953,-0.05710341619480841,2.71580005156532,0.7180166744231817,1e-31,1.9620306916730779,41.82898538036835,0.2113856209487985,,,,,,,,,,,189.3272879095431
142,142,-75.54057521450065,35.100012360527685,16166138.351403695,3,1.0689759580688665,0,False,838,107.61340271337797,0.6453769621785926,0.3145242709267053,-0.07125760897065546,2.61982961623976,0.5223523754310254,1e-31,5.068483235829294,5.980552138406416,0.06287408439076106,,,,,,,,,,,188.72288843662497
143,143,-75.54090392044546,35.0978000463236,16166385.538679352,3,1.1106625635312737,0,False,798,99.87289834660501,0.6699833005655631,0.3374635391052913,-0.05939608445026087,2.6758446331538575,0.7072832069136936,1e-31,1.93798800309419,20.401100112034335,0.17540131271069745,,,,,,,,,,,177.7260847887372
144,144,-75.54123377946266,35.09552888624762,16166639.22326755,3,1.0396910663023395,0,False,850,109.32571342752827,0.6287190578372537,0.34008493582158833,-0.06918264556051093,2.6610999332083685,0.5214682529117044,1e-31,1.1189140953865833,9.255263403559571,0.2080685562064604,,,,,,,,,,,177.27546002899243
145,145,-75.54155843524715,35.09334236910798,16166883.488822393,3,1.0188862482125627,0,False,857,95.43261303070128,0.6063352889952026,0.3629782743232669,-0.07596896626769552,2.520812028504785,0.47875211877176194,1e-31,4.144041032617729,10.7643960277143,0.0645783409323735,,,,,,,,,,,204.60345908055064
146,146,-75.54188580449332,35.09107289743167,16167136.982430248,3,1.0426115859767897,0,False,845,118.31422695762566,0.6784599109854218,0.30262809818591224,-0.07277068675203549,2.6534218230677875,0.5223523754310254,1e-31,1.478854530452224,12.3944019377778,0.2981555401694458,,,,,,,,,,,186.53747134470498
147,147,-75.54221663498492,35.088800729858114,16167390.72738028,3,1.3151226232898652,0,False,774,78.85854016467276,0.6637232464423006,0.3653947545410271,-0.06817269546285344,2.5807704907655404,0.5223523754310254,1e-31,1.6152352723101446,43.49992115722653,0.5616653481886817,,,,,,,,,,,160.67750481770366
148,148,-75.54253289575158,35.08657019648447,16167639.858631201,3,1.3636448730920587,0,False,870,107.87677432906918,0.6239973380300932,0.37904796951635616,-0.04083298376548412,2.7964798264254025,0.5238949772152885,1e-31,1.5054061653701214,5.10007224817817,0.21635566864858294,,,,,,,,,,,181.73315284218165
149,149,-75.54283943332577,35.08444788851701,16167876.901025549,3,1.1502745787216075,0,False,889,102.38277658464192,0.7059786579315807,0.38383506405247664,-0.04992154611724258,2.701681261350906,0.5424970803492045,1e-31,2.314000919079676,20.647387878840362,0.1951357000838553,,,,,,,,,,,194.06302219028453
150,150,-75.54318532896119,35.08205106439698,16168144.57614097,3,1.1979097194677908,0,False,848,123.96367244912788,0.7190309985896699,0.30307832192645745,-0.06704315751180807,2.659378588599874,0.4572825479673295,1e-31,2.68446867205926,5.731994808647392,0.13034021022862424,,,,,,,,,,,207.4186318453778
151,151,-75.54348412991288,35.079927473216514,16168381.717545746,3,1.053546639863052,0,False,871,116.71072433438552,0.7064858847549454,0.30979981995649947,-0.07692579780848373,2.6016800142529943,0.5210275095447721,1e-31,1.8963406536769922,41.26358546572077,0.5502820461785113,,,,,,,,,,,200.9827731495746
152,152,-75.54380411975933,35.077624083945814,16168638.882294418,3,1.27635360656814,0,False,829,110.783947253333,0.6435981851771939,0.3248309268965602,-0.056766038708317715,2.69370902690752,0.49867645200647487,1e-31,1.4611477572512956,6.898747446253358,0.19910881955449825,,,,,,,,,,,194.38849438681837
153,153,-75.5441220224434,35.07534154069579,16168893.724530114,3,1.0084299731378639,0,False,789,93.44284462095796,0.6117486195799455,0.3337390895420708,-0.04831846859649488,2.666753844211612,0.29492314570642464,1e-31,1.6872774698844926,12.773071844748339,0.1363503113567457,,,,,,,,,,,199.72757327939473
154,154,-75.54440987177763,35.07326318984456,16169125.715899492,3,1.1020392997702246,0,False,813,106.29103287584076,0.6207580060909214,0.30019671342164794,-0.05507727725365924,2.6982307393295715,0.5205867661778397,1e-31,2.1282661592127705,10.304195251041632,0.055790692492787536,,,,,,,,,,,187.87428410152336
155,155,-75.5447285325824,35.07087905896154,16169391.804452276,3,1.0335878847524793,0,False,810,69.2497057565806,0.7495684036499616,0.38339338357811303,-0.042014556594488425,2.584812473160725,0.5111755287691486,1e-31,1.6023935275538652,3.950350910369701,0.060317564566865184,,,,,,,,,,,202.65434162781025
156,156,-75.54503623233808,35.06865191740281,16169640.412832847,3,1.4122994085086575,0,False,813,95.17828720857761,0.6427756254443134,0.30914575254706544,-0.05955198241725103,2.6104191739692113,0.5210275095447721,1e-31,1.8128228327261726,18.785596256640368,0.31053931354189673,,,,,,,,,,,199.44239543669295
157,157,-75.54532121156461,35.06652499200218,16169877.786816329,3,1.0420745074533695,0,False,875,110.71920754209309,0.6211363878049905,0.3304176493777038,-0.08831150843893011,2.5815812248725485,0.5205867661778397,1e-31,2.071840279767539,35.38573779780355,0.4950140303492468,,,,,,,,,,,176.21336516418734
158,158,-75.54563836908301,35.06417463517416,16170140.107071398,3,1.0634265265798761,0,False,857,126.96831063309243,0.6487325026746888,0.3140743519656945,-0.0611121134171798,2.7222853271807126,0.2940416589725599,1e-31,0.7450493413693468,9.314082098936836,0.18884752806030064,,,,,,,,,,,193.84942679532185
159,159,-75.5459304628094,35.061928354635164,16170390.610747973,3,1.166937703835508,0,False,865,138.6026680463379,0.6026107228263448,0.30280278975957864,-0.05933918704956445,2.823619956338115,0.5429378237161369,1e-31,1.3113039468375665,7.801348250930055,0.12651174614207203,,,,,,,,,,,163.2949082361127
160,160,-75.54621369817737,35.05976662056659,16170631.884473486,3,1.310753401709195,0,False,822,107.1691353951551,0.6349184647145149,0.3331033302515817,-0.06508793550113719,2.6208083820136334,0.4794132338221605,1e-31,12.220586598915023,4.996310871784565,0.06264004204720258,,,,,,,,,,,203.44775020440312
161,161,-75.54651937364392,35.057429174456416,16170892.68509078,3,1.1402604246683665,0,False,936,138.5077125053522,0.6291489191921182,0.33377850677709686,-0.08782351576365299,2.636478928787587,0.707723950280626,1e-31,2.412217567064465,8.987492533725712,0.06347179085758502,,,,,,,,,,,192.61400223760347
162,162,-75.54681183318485,35.05525156388979,16171135.69489203,3,1.021242244648566,0,False,905,141.36937440299397,0.5025149537723317,0.31413043818867037,-0.054503853093999466,2.8204843984837247,0.7272075401484066,1e-31,10.115530917734596,2.750981725140783,0.06551703498069784,,,,,,,,,,,179.42051288273964
163,163,-75.54710044171769,35.05298414106423,16171388.610505903,3,1.227030789840869,0,False,855,116.16578669021563,0.575208255049569,0.3419126303781114,-0.055394543140007926,2.7112189420287227,0.5424970803492045,1e-31,1.8404480805842154,3.425120402118493,0.21766638284010884,,,,,,,,,,,198.1069385512179
164,164,-75.54739151970908,35.05078807428103,16171633.637469333,3,1.1623310018401858,0,False,742,97.00877048675547,0.6964039955226458,0.31199402369483903,-0.07568537777874813,2.5929983863770496,0.29448240233949224,1e-31,1.7153787670286464,12.299177645767529,0.13601364250073056,,,,,,,,,,,173.30491637732518
165,165,-75.54767972347526,35.04852221626227,16171886.41648514,3,1.2319351749847944,0,False,756,99.25139657093554,0.7341042950265139,0.31710707748800526,-0.050684300822789456,2.7750878566666084,0.5300640664596135,1e-31,1.6548215051753492,4.822382365161882,0.18395197584430625,,,,,,,,,,,153.21369585910435
166,166,-75.54798051722128,35.04625997162827,16172138.833856314,3,1.0703173207314896,0,False,829,106.12505921939889,0.7167553928345829,0.3407052302424383,-0.05039078825069246,2.7619182697324787,0.2940416589725599,1e-31,1.1646212141626593,19.154796941459473,0.08822094148066695,,,,,,,,,,,168.693487597772
167,167,-75.5482723570463,35.04398099607558,16172393.044895155,3,1.3268248807253475,0,False,759,98.88424646322416,0.6991069489714218,0.3726000286970522,-0.04742513607223552,2.775093720780975,0.2502210306298303,1e-31,1.7815361463923503,2.9712341808181733,0.21655384266392277,,,,,,,,,,,159.2544098219389
168,168,-75.54855726423224,35.041829327323654,16172633.16000639,3,1.0645032347191012,0,False,919,135.48218344293957,0.6523492194237543,0.33673179176320944,-0.0841011546488899,2.6400833593554704,0.5205867661778397,1e-31,2.996598822101451,2.439626174717887,0.19305536180923608,,,,,,,,,,,194.8514862947923
